quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,General Medicine,3932,3323,3977,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,General Medicine,4286,3335,4337,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,General Medicine,4167,3739,4208,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,333,517,845,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,253,354,617,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,270,495,722,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,286,474,767,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,285,423,712,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,272,418,718,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Cardiology,282,478,749,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Dermatology,5,0,5,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Dermatology,15,5,18,Fife,38828,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,10,55,140,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,10,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,5,5,30,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,5,0,25,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,15,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,11,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,5,10,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,23,74,466,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,35,171,325,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,41,91,406,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,37,174,346,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,40,109,429,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,30,147,347,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Gastroenterology,28,60,328,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,32,375,741,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,29,133,466,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,35,240,685,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,31,64,800,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,19,69,730,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,24,165,775,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Geriatric Medicine,20,150,712,Fife,52623,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Medical Oncology,14,0,15,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Medical Oncology,0,0,0,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Medical Oncology,0,5,0,Fife,49419,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Medical Oncology,0,5,0,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,37,393,248,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,48,495,118,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,50,217,208,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,41,247,252,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,38,295,208,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,42,285,218,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Renal Medicine,33,184,198,Fife,52623,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Neurology,15,30,40,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Neurology,0,0,5,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49915,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,35,682,81,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,26,317,54,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,24,262,45,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,39,648,60,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,28,252,52,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,20,239,51,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Palliative Medicine,32,414,50,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Rehabilitation Medicine,0,48,5,Fife,55447,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Rehabilitation Medicine,0,0,12,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Rehabilitation Medicine,0,38,15,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Rehabilitation Medicine,0,0,5,Fife,49645,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,65,317,522,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,29,86,365,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,45,256,574,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,60,294,564,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,45,249,568,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,55,348,539,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Respiratory Medicine,65,330,620,Fife,52623,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Rheumatology,5,0,5,Fife,38828,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1007,1113,1088,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,841,662,897,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1253,1156,1305,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1224,981,1292,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1173,929,1219,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1401,973,1437,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,General Surgery,1371,1114,1446,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,45,216,86,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,45,208,85,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,40,151,88,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,50,141,95,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,50,143,117,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,45,106,80,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Anaesthetics,50,186,75,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",107,251,115,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",35,49,37,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",55,76,63,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",56,134,65,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",61,138,68,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",69,167,75,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",70,132,75,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,5,9,10,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,5,0,5,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,0,0,0,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,5,0,5,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,5,6,5,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,5,14,5,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Ophthalmology,10,26,10,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,333,2502,367,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,343,2031,386,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,520,2204,552,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,445,2396,480,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,478,2547,516,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,447,2306,475,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Trauma and Orthopaedic Surgery,542,2600,570,Fife,52623,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Urology,441,264,468,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Urology,315,268,332,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Urology,492,315,522,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Urology,398,282,418,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Urology,372,283,385,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Urology,484,314,517,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Urology,468,231,499,Fife,52623,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Clinical Oncology,5,0,5,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Clinical Oncology,0,0,0,Fife,46728,374130
2020Q1,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,70,633,89,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,118,425,131,Fife,38828,374130
2020Q3,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,74,431,84,Fife,46728,374130
2020Q4,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,89,682,111,Fife,49419,374130
2021Q1,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,84,615,100,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,77,618,101,Fife,49915,374130
2021Q3,S08000029,S08000029,Urban,Emergency Inpatients,Haematology,82,499,98,Fife,52623,374130
2020Q3,S08000029,F805H,Urban,Emergency Inpatients,General Medicine,0,96,0,Fife,46728,374130
2020Q1,S08000029,F805H,Urban,Emergency Inpatients,Geriatric Medicine,5,73,123,Fife,55447,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Geriatric Medicine,0,18,63,Fife,38828,374130
2020Q3,S08000029,F805H,Urban,Emergency Inpatients,Geriatric Medicine,0,87,83,Fife,46728,374130
2021Q1,S08000029,F805H,Urban,Emergency Inpatients,Geriatric Medicine,0,14,113,Fife,49645,374130
2021Q3,S08000029,F805H,Urban,Emergency Inpatients,Geriatric Medicine,0,24,117,Fife,52623,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Medical Oncology,14,0,15,Fife,38828,374130
2020Q1,S08000029,F805H,Urban,Emergency Inpatients,Palliative Medicine,16,377,31,Fife,55447,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Palliative Medicine,5,93,5,Fife,38828,374130
2021Q2,S08000029,F805H,Urban,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,Fife,49915,374130
2020Q1,S08000029,F805H,Urban,Emergency Inpatients,Ophthalmology,5,9,10,Fife,55447,374130
2020Q4,S08000029,F805H,Urban,Emergency Inpatients,Ophthalmology,0,0,5,Fife,49419,374130
2021Q1,S08000029,F805H,Urban,Emergency Inpatients,Ophthalmology,0,0,0,Fife,49645,374130
2021Q2,S08000029,F805H,Urban,Emergency Inpatients,Ophthalmology,5,5,5,Fife,49915,374130
2021Q3,S08000029,F805H,Urban,Emergency Inpatients,Ophthalmology,5,6,5,Fife,52623,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Urology,0,0,0,Fife,38828,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Clinical Oncology,5,0,5,Fife,38828,374130
2020Q3,S08000029,F805H,Urban,Emergency Inpatients,Clinical Oncology,0,0,0,Fife,46728,374130
2020Q2,S08000029,F805H,Urban,Emergency Inpatients,Haematology,30,0,30,Fife,38828,374130
2020Q3,S08000029,F805H,Urban,Emergency Inpatients,Haematology,5,0,5,Fife,46728,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,4420,3589,4463,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,3274,2135,3307,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,3973,2676,4016,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,4016,3539,4054,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,3930,3301,3977,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,4286,3335,4338,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,General Medicine,4167,3739,4203,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,333,517,845,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,253,354,617,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,270,495,722,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,286,474,767,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,285,423,712,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,272,418,718,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Cardiology,282,478,749,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Dermatology,5,0,5,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Dermatology,15,5,18,Fife,38828,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,10,55,140,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,10,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,5,5,30,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,5,0,25,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,15,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,0,11,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Endocrinology & Diabetes,0,5,10,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,23,74,466,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,35,171,325,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,41,91,406,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,37,174,346,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,40,109,429,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,30,147,346,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Gastroenterology,28,60,328,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,21,61,552,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,25,71,350,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,30,113,569,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,30,53,658,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,15,55,613,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,25,71,670,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Geriatric Medicine,16,40,599,Fife,52623,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Medical Oncology,0,0,0,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Medical Oncology,0,5,0,Fife,49419,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Medical Oncology,0,5,0,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,37,393,249,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,48,495,117,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,50,217,208,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,41,247,252,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,38,295,208,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,42,285,218,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Renal Medicine,33,184,198,Fife,52623,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Neurology,15,30,40,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Neurology,0,0,5,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Neurology,0,0,0,Fife,49915,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,15,143,43,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,15,156,40,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,20,225,40,Fife,46728,374130
2020Q4,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,25,532,45,Fife,49419,374130
2021Q1,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,20,159,45,Fife,49645,374130
2021Q2,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,15,194,44,Fife,49915,374130
2021Q3,S08000029,F704H,Urban,Emergency Inpatients,Palliative Medicine,30,341,45,Fife,52623,374130
2020Q1,S08000029,F704H,Urban,Emergency Inpatients,Respiratory Medicine,65,317,522,Fife,55447,374130
2020Q2,S08000029,F704H,Urban,Emergency Inpatients,Respiratory Medicine,29,86,365,Fife,38828,374130
2020Q3,S08000029,F704H,Urban,Emergency Inpatients,Respiratory Medicine,45,256,574,Fife,46728,374130
